article_id,bedroom,bathroom
267291,2,1
267287,4,NaN
267286,NaN,NaN
267277,NaN,NaN
267275,NaN,NaN
267274,NaN,NaN
267273,NaN,NaN
267267,4,NaN
267260,5,NaN
267259,5,NaN
267257,2,2
267256,NaN,NaN
267255,2,2
267254,2,2
267251,2,2
267250,4,NaN
267237,3,2
267230,2,2
267228,NaN,NaN
267220,3,3
267217,5,5
267215,2,3
267210,7,NaN
267209,5,6
10923,2,3
267199,2,2
267198,NaN,NaN
267197,NaN,NaN
267190,2,2
267187,NaN,NaN
267185,4,5
267183,3,2
267182,NaN,NaN
267179,3,2
267177,2,3
267173,4,5
267172,5,5
267167,2,2
267163,7,NaN
,,
267158,NaN,NaN
267154,2,2
267153,8,6
267152,4,4
267151,NaN,NaN
267150,NaN,NaN
267143,NaN,NaN
267142,5,6
267140,NaN,NaN
267139,NaN,NaN
267137,4,4
267133,2,2
267120,7,NaN
267116,NaN,NaN
267107,3,4
267106,NaN,NaN
267105,3,NaN
267101,2,2
267100,1,1
23074098,3,2
267092,NaN,NaN
267084,30,28
267078,4,NaN
267075,3,4
267073,NaN,NaN
267072,2,1
267070,2,2
267069,7,NaN
267067,2,2
267065,NaN,NaN
2851420,NaN,NaN
2851420,4,NaN
267061,NaN,NaN
267059,NaN,NaN
267056,6,3
267055,NaN,NaN
267054,3,NaN
10723,3,2
267039,4,3
267035,NaN,NaN
267034,4,2
267032,4,2
267031,4,2
267030,3,2
267029,3,2
267025,NaN,NaN
267014,2,3
2670120,NaN,NaN
267011,NaN,NaN
10623,2,2
267006,3,2
267005,3,2
267004,3,2
267003,NaN,NaN
267001,NaN,NaN
267000,NaN,NaN
266999,2,2
266997,2,2
266992,4,5
266987,3,3
266986,2,2
266985,3,3
10523,3,4
266983,2,3
266982,3,NaN
266981,2,2
266980,2,2
266970,NaN,NaN
266969,3,3
266967,2,NaN
266956,NaN,NaN
266953,NaN,NaN
266951,NaN,NaN
266949,NaN,NaN
266945,2,NaN
266942,1,2
266940,4,NaN
266939,4,NaN
266937,NaN,NaN
266934,4,2
266928,3,NaN
266927,NaN,NaN
266926,NaN,NaN
266925,NaN,NaN
266924,NaN,NaN
266915,NaN,NaN
266913,4,3
266912,3,NaN
266910,3,NaN
10323,4,6
10423,NaN,NaN
23VC026_1020,NaN,NaN
266903,NaN,NaN
266902,NaN,NaN
266900,6,NaN
266898,NaN,NaN
2851420,2,2
266886,5,2
266885,NaN,NaN
266883,NaN,NaN
266882,3,3
1266879,NaN,NaN
266878,2,2
266877,NaN,NaN
266875,NaN,NaN
266874,NaN,NaN
266873,2,2
266872,12,13
266863,4,4
266861,4,5
266860,2,2
266858,3,3
266853,2,2
266852,5,6
266850,NaN,NaN
266849,NaN,NaN
266846,2,2
266843,NaN,NaN
266842,NaN,NaN
10123,3,2
266836,NaN,NaN
266827,3,NaN
266822,2,2
266817,5,5
266816,2,2
266809,NaN,NaN
2668020,NaN,NaN
266791,NaN,NaN
266790,NaN,NaN
266787,2,1
266786,NaN,NaN
10023,4,5
266782,NaN,NaN
266781,2,NaN
266780,2,2
266779,NaN,NaN
266778,4,NaN
266771,2,NaN
266770,NaN,NaN
266767,NaN,NaN
266763,NaN,NaN
266762,2,2
266757,2,2
266756,4,NaN
266755,4,5
266754,3,3
266753,NaN,NaN
266745,3,3
266744,NaN,NaN
266742,2,NaN
266739,NaN,NaN
266733,NaN,NaN
266731,3,3
266729,NaN,NaN
2851420,4,3
266707,2,2
266706,NaN,NaN
266705,2,2
266696,1,NaN
266693,NaN,NaN
266691,3,3
266687,2,2
266684,4,2
266680,2,NaN
266678,2,2
2851420,NaN,NaN
266668,4,NaN
9823,4,3
2666620,NaN,NaN
266660,NaN,NaN
266658,5,3
266657,3,4
266656,3,2
266654,NaN,NaN
266653,3,3
266650,1,NaN
266648,3,3
266645,3,2
266644,NaN,NaN
266642,3,NaN
266640,NaN,NaN
266639,NaN,NaN
266632,NaN,NaN
266629,4,NaN
266626,NaN,NaN
266625,3,NaN
266621,NaN,NaN
266615,3,2
266614,3,2
266611,3,2
266607,1,1
266606,6,NaN
266605,2,2
2666020,NaN,NaN
266601,6,NaN
266599,NaN,NaN
266588,2,3
266585,NaN,NaN
266582,3,2
266581,7,NaN
266579,2,2
266572,NaN,NaN
266559,4,NaN
266557,3,NaN
266556,NaN,NaN
266553,NaN,NaN
266552,1,2
266551,NaN,NaN
9723,4,4
266548,7,NaN
266546,NaN,NaN
266545,4,4
266543,NaN,NaN
266540,2,2
266539,3,2
266538,2,2
266537,4,5
266536,2,2
266535,4,3
266534,NaN,NaN
266533,NaN,NaN
266531,4,3
266527,4,4
266525,1,NaN
266524,4,4
266523,NaN,NaN
266520,NaN,NaN
266519,NaN,NaN
266518,NaN,NaN
266517,4,4
266516,6,NaN
266515,2,2
266511,3,2
266510,2,2
266509,5,NaN
266504,NaN,NaN
266498,4,5
266496,4,6
266494,NaN,NaN
266491,NaN,NaN
266490,NaN,NaN
266488.0,2,NaN
266487,NaN,NaN
266486,3,4
266485,3,4
266484,NaN,NaN
266478,3,3
266477,NaN,NaN
266463,2,2
266462,NaN,NaN
266449,NaN,NaN
266443,3,3
266442,3,3
266440,2,2
266437,4,5
266436,NaN,NaN
266435,4,4
266434,NaN,NaN
266431,NaN,NaN
266428,NaN,NaN
266427,NaN,NaN
266425,2,2
266419,2,3
266416,NaN,NaN
266408,11,11
266407,2,2
266403,24,3
266397,2,NaN
266396,2,NaN
266395,2,1
266392,7,NaN
266388,NaN,1
266386,5,5
266383,NaN,NaN
266380,NaN,NaN
266378,NaN,NaN
266377,5,NaN
266376,NaN,NaN
266375,4,NaN
266374,NaN,NaN
266373,NaN,NaN
266369,3,3
266368,3,3
266367,3,3
266364,4,4
266363,4,3
266359,NaN,NaN
266351,NaN,NaN
266346,3,3
266337,NaN,NaN
266336,1,1
266330,4,4
266329,4,4
266328,4,4
9523,3,3
9523,3,3
266325,1,NaN
266324,4,4
266323,5,NaN
2663210,NaN,NaN
266313,3,NaN
266312.0,4,4
266305,3,2
266304,3,NaN
2663030,NaN,NaN
23VC023_610,NaN,NaN
266296,2,2
266290,3,2
266287,2,2
266286,NaN,NaN
266279,3,4
266266,3,4
266265,NaN,NaN
266264,3,2
266263,2,2
266257,NaN,NaN
266254,4,3
266252,NaN,NaN
266249,4,3
266248,2,NaN
266246,3,2
266245,2,NaN
266238,4,3
266237,3,3
266230,NaN,NaN
266223,NaN,NaN
266222,3,2
266221,3,4
2851420,NaN,NaN
266218,4,5
266217,3,NaN
266216,NaN,NaN
266215,2,2
266214,NaN,NaN
266213,NaN,NaN
266211,4,NaN
266210,3,NaN
266209,NaN,NaN
266208,NaN,NaN
266201,NaN,NaN
266200,NaN,NaN
266191,3,2
9323,8,6
266185,2,3
266179,9,NaN
266176,NaN,NaN
266175,NaN,NaN
266174,4,3
9423,5,3
266172,NaN,NaN
266171,19,NaN
266170,NaN,NaN
266169,3,3
2851420,NaN,NaN
2851420,NaN,NaN
266165,NaN,NaN
266163,2,1
266161,NaN,NaN
266160,3,2
266158,2,2
266157,3,4
266152,4,4
266149,4,NaN
266144,NaN,NaN
266143,NaN,NaN
266142,4,5
266140,3,NaN
266137,5,7
266133,2,2
266132,NaN,NaN
266129,2,2
266128,4,5
266127,NaN,NaN
266121,3,2
266114,4,NaN
266113,NaN,NaN
266109,3,2
266107,4,4
266105,9,9
266104,5,NaN
266102,2,2
266101,NaN,NaN
23VC021_610,NaN,NaN
2851420,NaN,NaN
23VC022_610,NaN,NaN
266097,4,4
2660920,NaN,NaN
266086,5,6
266085,NaN,NaN
266084,NaN,NaN
266083,5,NaN
266082,NaN,NaN
266077,2,2
266076,3,2
266072,2,2
266071,NaN,NaN
266070,NaN,NaN
158,NaN,NaN
266067,2,NaN
266064,4,5
266063,NaN,NaN
2660620,NaN,NaN
266060,NaN,NaN
266059,3,3
266055,4,5
2660520,5,6
266035,NaN,NaN
266029,2,1
266027,NaN,NaN
266025,NaN,NaN
266024,7,5
266023,NaN,NaN
266021,2,2
266019,3,2
266018,2,3
266017,4,NaN
266016,3,2
266010,4,NaN
266004,2,2
266003,4,10
2660000,5,NaN
265999,3,3
265993,NaN,NaN
265991,NaN,NaN
265985,2,2
265982,NaN,NaN
265972,3,3
8723,3,4
265967,3,3
265966,NaN,NaN
265965,NaN,NaN
265964,2,NaN
265962,NaN,NaN
265954,3,3
265953,2,2
265951,3,3
265947,NaN,NaN
2851420,NaN,NaN
265944,NaN,NaN
265943,7,7
265942,5,5
265941,4,NaN
265938,NaN,NaN
265937,NaN,NaN
265933,3,2
265932,4,NaN
265927,10,8
265925,2,NaN
265922,5,6
265921,NaN,NaN
265912,2,2
265900,2,2
265896,NaN,NaN
265895,5,6
8623,4,3
265883,NaN,NaN
23VC005_2050,NaN,NaN
265879,3,4
265878,NaN,NaN
265877,2,3
265874,NaN,NaN
265872,NaN,NaN
265871,3,4
265870,3,4
265869,NaN,NaN
265864,3,2
2851420,24,NaN
265861,5,6
265859,4,NaN
265858,NaN,NaN
265857,3,3
265855,3,2
265854,NaN,NaN
265852,2,2
265846,NaN,NaN
265844,NaN,NaN
265840,4,4
265838,NaN,NaN
265835,2,NaN
265826,NaN,NaN
265820,2,2
265819,NaN,NaN
265815,5,7
265813,2,2
265812,2,2
265811,NaN,NaN
2658070,NaN,NaN
265804,3,4
265802,7,NaN
265801,3,2
265800,3,NaN
265799,10,5
265798,4,4
265783,4,NaN
157,NaN,NaN
265781,4,3
265778,NaN,NaN
265776,3,3
265773,NaN,NaN
265772,NaN,NaN
265770,2,2
265767,NaN,NaN
265765,3,4
265756,NaN,NaN
265755,NaN,NaN
265753,NaN,NaN
265750,NaN,NaN
265748,NaN,NaN
23VC016_610,NaN,NaN
265741,5,4
265740,NaN,NaN
265738,NaN,NaN
265737,NaN,NaN
265736,NaN,NaN
265734,NaN,NaN
265733,3,NaN
265705,2,1
2657030,4,2
2657020,NaN,NaN
265701,4,5
265700,3,2
265697,10,NaN
265696,3,3
265691,3,3
265687,5,NaN
2851420,4,4
265684,NaN,NaN
265683,NaN,NaN
265682,NaN,NaN
265681,NaN,NaN
265680,4,3
265679,NaN,NaN
265678,NaN,NaN
265676,NaN,NaN
265675,4,4
265674,2,4
265671,NaN,2
2851420,2,2
265668,2,2
265666,4,NaN
265664,2,2
265663,NaN,NaN
8123,4,3
265660,3,3
265659,6,4
265658,NaN,NaN
265652,2,2
265649,3,2
265646,NaN,NaN
265645,3,3
265638,3,2
2851420,5,NaN
265633,NaN,NaN
265632,NaN,NaN
265631,NaN,NaN
265630,NaN,NaN
265614,3,2
265613,3,2
265611,2,3
265608,NaN,NaN
265607,2,NaN
265603,NaN,NaN
265601,4,3
265600,3,3
265598,NaN,NaN
265597,3,NaN
265596,1,1
265592,4,3
265589,2,NaN
265584,NaN,NaN
265582,2,2
265581,5,3
265575,NaN,NaN
265569,NaN,NaN
265563,3,3
265562,3,3
2851420,NaN,NaN
265558,6,NaN
265557,5,4
265556,NaN,NaN
265551,NaN,NaN
265548,2,2
265546,5,3
265542,3,2
265540,NaN,NaN
265539,3,2
265538,NaN,NaN
2851420,NaN,NaN
265527,NaN,NaN
265525,2,2
265519,3,NaN
265517,NaN,NaN
265516,3,2
265515,2,2
265512,4,3
265511,3,3
265510,2,NaN
265509,2,NaN
,,
265497,2,2
265494,3,3
7723,6,7
265485,38,NaN
265483,5,3
2851420,NaN,NaN
23VC033_1020,NaN,NaN
265478,NaN,NaN
7823,3,3
265475,3,3
265470,NaN,NaN
265468,5,4
265464,NaN,NaN
265463,2,3
265462,NaN,NaN
265456,2,2
265452,3,2
265451,5,6
265446,4,4
265445,3,NaN
265442,2,NaN
776193816,NaN,NaN
265438,NaN,NaN
265433,2,2
776193816,3,2
2654310,5,6
265430,5,6
776193816,4,3
776193816,NaN,NaN
265423,NaN,NaN
265421,3,2
265420,NaN,NaN
265409,2,2
265407,NaN,NaN
265405,4,2
265399,NaN,NaN
265398,1,1
265395,NaN,NaN
265394,4,4
265383,5,NaN
265382,5,NaN
2851420,1,NaN
265379,5,5
265378,3,NaN
265373,4,3
265372,12,2
265371,2,3
265368,1,1
265367,NaN,NaN
265365,NaN,NaN
265363,NaN,NaN
265362,NaN,NaN
265361,5,6
265360,3,2
265359,NaN,NaN
265358,2,1
265357,NaN,NaN
265356,3,3
265351,2,3
265348,4,4
265347,4,4
265346,3,3
265345,2,2
265342,NaN,NaN
7623,2,2
265334,1,NaN
265332,5,5
776193816,2,2
265329,NaN,NaN
776193816,3,3
265324,2,NaN
776193816,1,NaN
265321,NaN,NaN
265320,3,3
265317,3,3
265315,NaN,NaN
265314,2,2
265308,1,1
265305,NaN,NaN
265303,NaN,NaN
265302,NaN,NaN
265301,2,2
265300,NaN,NaN
265296,NaN,NaN
265292,NaN,NaN
265285,3,2
265280,NaN,NaN
265279,NaN,NaN
265275,7,NaN
265269,4,3
265264,2,2
265262,6,5
265256,4,NaN
265255,2,2
265253,4,NaN
265252,4,NaN
265251,2,NaN
265246,NaN,NaN
6tyQ906,2,1
265234,3,3
265233,4,3
265232,2,3
265231,7,3
265226,NaN,NaN
265224,NaN,NaN
265222,3,2
265217,13,NaN
265215,4,5
265213,NaN,NaN
265209,5,4
265208,NaN,NaN
265207,6,4
265203,8,NaN
265202,NaN,NaN
265200,2,2
265188,2,2
265184,NaN,NaN
265181,NaN,NaN
265175,4,NaN
265174,2,2
265173,18,NaN
265171,NaN,NaN
265170,2,2
265167,NaN,NaN
23VC012_610,NaN,NaN
265164,2,3
265161,2,2
265160,NaN,NaN
265158,2,3
265146,NaN,NaN
265144,3,NaN
2651420,NaN,NaN
265139,NaN,NaN
265138,4,5
265137,4,5
265136,NaN,NaN
265135,NaN,NaN
265134,2,2
265132,NaN,NaN
265131,5,5
265130,4,3
265129,2,2
265128,3,2
265127,3,4
265126,2,NaN
265125,3,NaN
265124,NaN,NaN
265123.0,NaN,NaN
2851420,NaN,NaN
265117,2,2
265114,2,3
265111,NaN,NaN
265106,NaN,NaN
265103,3,NaN
2651020,NaN,NaN
265101,NaN,NaN
265100,NaN,NaN
2851420,1,2
2851420,1,2
265094,NaN,NaN
265093,3,2
265091,NaN,NaN
265082,3,4
265068,2,1
265066,2,NaN
265062,NaN,NaN
265060,NaN,NaN
265059,1,NaN
265058,NaN,NaN
265057,4,4
265056,NaN,NaN
265054,4,4
265053,2,3
265051,NaN,NaN
265050,2,2
265049,NaN,NaN
265048,NaN,NaN
265046,NaN,NaN
265045,NaN,NaN
265043,6,NaN
265020,3,NaN
265018,5,NaN
7223,4,4
265014,NaN,NaN
265013,NaN,NaN
265009,NaN,NaN
265006,9,4
265005,NaN,NaN
265003,3,2
265002,NaN,NaN
265001,NaN,NaN
265000,2,2
264999,2,2
264995,NaN,NaN
264994,NaN,NaN
264991,NaN,NaN
264987,NaN,NaN
264986,1,1
264985,2,NaN
264982,NaN,NaN
264981,NaN,NaN
264980,3,2
264979,NaN,NaN
264971,NaN,NaN
7323,3,2
264966,4,3
264961,NaN,NaN
264957,11,NaN
264955,2,1
264952,2,1
264945,NaN,NaN
264943,5,7
23VC001_36,4,NaN
2851420,2,4
264937,6,7
23VC009_610,NaN,NaN
264930,NaN,NaN
264928,4,4
264925,NaN,NaN
264923,4,4
264915,4,4
264914,2,2
264910,NaN,NaN
264904,NaN,NaN
264901,NaN,NaN
2851420,4,4
264898,2,2
264897,5,5
11264896,3,NaN
264893,3,2
264892,4,4
264882,2,2
264881,2,2
264877,NaN,NaN
264875,3,NaN
6923,4,5
264867,NaN,NaN
264866,NaN,NaN
264862,6,NaN
264858,5,4
2851420,1,1
264855,NaN,NaN
264854,3,NaN
264853,NaN,NaN
264850.0,NaN,NaN
264847,NaN,NaN
264846,7,7
264845,3,4
264840,5,5
264837,NaN,NaN
264836,2,NaN
264835,2,2
264828,2,2
264827,2,2
264821,NaN,NaN
264818,2,2
264816,NaN,NaN
264814,NaN,NaN
2648130,NaN,NaN
264793,3,2
264783,4,5
264781,NaN,NaN
264780,NaN,NaN
264777,NaN,NaN
264776,2,2
264775,2,2
264773,3,2
264770,NaN,NaN
264769,4,NaN
264760,NaN,NaN
264758,NaN,NaN
264756,NaN,NaN
264755,NaN,NaN
264753,NaN,NaN
2647520,NaN,NaN
264738,NaN,NaN
264737,6,NaN
2851420,NaN,NaN
2851420,1,NaN
264730,1,NaN
264728,NaN,NaN
264727,NaN,NaN
264722,4,2
264721,NaN,NaN
264720,NaN,NaN
264715,NaN,NaN
6623,5,6
264713,2,2
264711,7,3
264710,4,5
264708,NaN,1
264707,NaN,1
264695,NaN,NaN
264694,10,NaN
264688,5,NaN
264687,NaN,NaN
264684,NaN,NaN
264679,NaN,NaN
264668,3,2
264663,NaN,NaN
,,
264659,3,3
6723,2,2
264638,4,4
264635,NaN,NaN
264634,NaN,NaN
264633,2,2
264631,3,5
264629,3,3
264627,NaN,NaN
264625,NaN,NaN
264624,NaN,NaN
264616,2,2
264613,NaN,NaN
2851420,NaN,NaN
264611,NaN,NaN
6823,3,2
264608,NaN,NaN
264607,3,NaN
23VC032_1020,NaN,NaN
264605,NaN,NaN
264604,2,2
264603,3,2
23VC008_610,3,NaN
264594,NaN,NaN
264593,5,6
264581,NaN,NaN
264580,NaN,NaN
264578,2,2
264575,NaN,NaN
264574,NaN,NaN
264571,2,1
264570,NaN,NaN
264567,NaN,NaN
,,
264565,NaN,NaN
264559,4,3
264558,NaN,NaN
264553,NaN,NaN
2645520,4,3
264551,NaN,NaN
264550,NaN,NaN
264549,NaN,NaN
264547,2,2
2851420,NaN,NaN
264542,2,NaN
264537,4,NaN
264535,5,NaN
264534,5,NaN
264533,NaN,NaN
264532,NaN,NaN
264531,4,4
264530,NaN,NaN
264523,3,2
264519,2,NaN
23VC030_1020,9,NaN
23VC031_1020,NaN,NaN
264514,4,3
264510,2,NaN
264509,2,NaN
264508,2,2
264505,5,5
264504,3,4
264503,3,4
2645020,NaN,NaN
2851420,3,2
264499,NaN,NaN
977302483,2,NaN
264494,2,2
264486,2,2
264484,3,NaN
264482,3,NaN
264481,3,NaN
264479,NaN,NaN
23VC027_1020,NaN,NaN
23VC028_1020,NaN,NaN
264471,4,5
264470,4,NaN
264468,3,NaN
264467,3,NaN
264464,4,NaN
6223,5,5
264449,1,NaN
264447,NaN,NaN
264445,3,2
264444,2,2
264442,7,7
264436,2,1
264432,NaN,NaN
264429,5,5
264424,7,8
264423,NaN,NaN
264420,NaN,NaN
264414,NaN,NaN
264412,NaN,NaN
264402,4,NaN
23163046,NaN,NaN
264390,4,6
264388,NaN,NaN
264382,4,3
6423,4,5
264377,4,5
264373,2,2
264369,7,7
264364,3,2
264361,NaN,NaN
264360,5,5
264355,NaN,NaN
264354,NaN,NaN
264353,5,NaN
264352,3,NaN
2851420,NaN,NaN
264350,4,NaN
264345,2,2
264343,4,NaN
264342,4,NaN
2851420,NaN,NaN
264336,NaN,NaN
264328,4,5
264327,NaN,NaN
264326,NaN,NaN
264323,4,2
264317,4,4
2851420,6,NaN
264314,8,8
6023,3,5
264308,6,4
264301,5,3
264299,2,2
264287,NaN,NaN
264286,NaN,NaN
264285,4,3
264278,3,3
264276,NaN,NaN
264272,4,4
264271,15,16
264270,4,3
264269,6,6
264268,4,4
264267,3,2
264266,3,2
264265,5,5
264264,8,NaN
264263,2,2
264262,NaN,NaN
264261,NaN,NaN
264260,2,2
264259,11,NaN
264258,6,NaN
264257,4,3
732297,3,3
264255,3,3
264254,NaN,NaN
264253,6,5
264252,2,2
264251,2,1
264250,NaN,14
264248,NaN,NaN
264244,2,2
264239,NaN,NaN
264238,10,NaN
264236,NaN,NaN
264234,NaN,NaN
264233,NaN,NaN
264232,6,6
264229,2,2
264225,NaN,NaN
2851420,NaN,NaN
264223,4,5
264222,2,2
264220,NaN,NaN
264219,4,4
2851420,NaN,NaN
264212,5,5
264211,6,4
264209,3,NaN
264208,4,NaN
264205,6,4
264204,NaN,NaN
264203,NaN,NaN
264202,NaN,NaN
264201,NaN,NaN
5923,5,5
264194,NaN,NaN
264191,5,7
264190,2,2
264177,3,3
264176,NaN,NaN
264175,NaN,NaN
264174,NaN,NaN
264173,3,NaN
264171,NaN,NaN
264170,3,2
264166,3,3
23VC025_1020,4,NaN
264159,2,3
23VC026_1020,NaN,NaN
264151,NaN,NaN
264148,2,2
264147,3,3
264143,6,4
264137,2,NaN
264127,NaN,NaN
264125,NaN,NaN
2851420,NaN,NaN
264118,NaN,NaN
264116,NaN,NaN
264115,3,4
264114,NaN,NaN
264113,5,5
264108,3,4
264100,NaN,NaN
264095,3,3
264094,3,2
264092,3,2
264084,2,2
5723,2,2
264080,2,3
264077,2,2
264075,NaN,NaN
264070,NaN,NaN
264069,NaN,NaN
264066,NaN,NaN
264064,NaN,NaN
264061,4,4
264058,NaN,NaN
264057,4,5
264056,3,3
264044,5,5
264043,3,2
264042,3,2
264041,3,3
264035,4,NaN
264032,4,NaN
264030,NaN,NaN
264022,NaN,NaN
264018,NaN,NaN
264012,2,2
264011,NaN,NaN
264010,3,3
264009,NaN,NaN
264003,NaN,NaN
264002,NaN,2
5523,2,NaN
2851420,2,2
263999,2,3
263998,2,3
263993,2,2
263991,2,2
263987,7,8
263976,6,6
263974,4,4
263972,4,3
263971,3,3
263969,NaN,NaN
5623,4,5
263961,4,5
263957,4,NaN
263947,NaN,NaN
263945,NaN,2
263942,4,3
263940,NaN,NaN
263939,3,1
263938,3,3
263937,NaN,NaN
263936,3,NaN
263928,9,NaN
263926,NaN,NaN
263922,2,3
263919,4,5
263918,NaN,NaN
263917,NaN,NaN
263916,NaN,NaN
263915,3,3
263912,2,2
263910,3,2
263909,NaN,NaN
263905,2,2
935669039,4,3
263894,NaN,NaN
263893,10,11
263891,2,3
263887,NaN,NaN
263878,NaN,NaN
263875,NaN,NaN
263873,5,5
263869,3,4
263868,NaN,NaN
263857,2,NaN
263854,3,NaN
263853,3,NaN
263847,NaN,NaN
263843,3,NaN
263836,1,1
263833,2,NaN
263829,3,NaN
263828,NaN,NaN
263827,NaN,NaN
263825,NaN,NaN
263823,NaN,NaN
263818,3,3
263817,12,NaN
263816,2,NaN
263815,2,NaN
263813,2,2
5423,2,3
2638020,4,5
263797,2,2
263795,4,5
2851420,2,2
263792,4,5
263786,2,2
263781,NaN,NaN
263780,6,7
2851420,NaN,NaN
263768,3,2
935669039,4,NaN
263761,7,8
263755,NaN,NaN
263754,3,NaN
263743,6,4
2637420,4,NaN
263734,NaN,NaN
2851420,NaN,NaN
263732,NaN,NaN
703903486,NaN,NaN
263730,2,NaN
703903486,2,2
703903486,5,NaN
703903486,5,NaN
703903486,NaN,NaN
703903486,NaN,NaN
263724,NaN,NaN
703903486,2,1
263721,4,6
263716,NaN,NaN
263715,5,4
263714,NaN,NaN
263707,5,6
263704,5,4
263703,4,NaN
263702,5,4
977302483,4,NaN
263691,NaN,NaN
263687,NaN,NaN
263682,2,1
329138811,NaN,NaN
263677,NaN,NaN
703903486,3,4
263671,NaN,NaN
263669,3,4
263668,4,4
703903486,NaN,NaN
263665,NaN,NaN
263663,NaN,NaN
263659,NaN,NaN
263656,4,6
263653,NaN,NaN
263652,NaN,NaN
263651,5,6
263650,4,3
263649,2,NaN
263648,3,3
263644,2,2
263642,NaN,NaN
263641,NaN,NaN
263640,3,3
263639,2,2
263638,2,2
263637,2,2
2851420,3,3
2851420,3,3
263631,NaN,NaN
263627,1,1
263626,NaN,NaN
329138811,NaN,NaN
263621,6,5
263620,NaN,NaN
263617,NaN,NaN
263615,4,4
263614,1,NaN
263613,NaN,NaN
263612,NaN,NaN
263610,3,2
263609,NaN,NaN
263599,2,1
263592,4,4
263591,4,4
2851420,NaN,NaN
263589,8,NaN
263587,4,4
263586,4,4
263584,4,3
263575,2,NaN
263572,8,8
263570,NaN,NaN
263568,4,NaN
263565,10,NaN
263563,2,NaN
263562,4,3
263561,8,8
263555,NaN,NaN
263552,NaN,NaN
263545,3,3
2635440,NaN,NaN
263542,1,NaN
263537,NaN,NaN
263532,2,NaN
263531,4,2
263526,NaN,NaN
263525,4,5
263523,3,4
263518,2,2
263516,NaN,NaN
263515,65,NaN
263512,5,4
263510,NaN,NaN
263509,5,4
2851420,2,1
263504,2,2
263502,3,2
263499,2,2
263491,3,2
263489,4,4
263488,6,6
263487,NaN,NaN
263485,4,4
263483,2,2
263482,2,2
263480,NaN,NaN
263475,4,4
263474,4,NaN
263469,2,2
263468,NaN,NaN
263467,NaN,NaN
263466,2,NaN
263459,4,4
263456,3,NaN
263454,2,2
263453,2,2
263452,NaN,NaN
263451,NaN,NaN
263450,NaN,NaN
263448,3,NaN
263443,3,2
263442,NaN,NaN
263441,5,6
263440,2,NaN
263434,2,1
2851420,NaN,NaN
263430,1,1
263425,2,2
263424,11,11
263420,3,NaN
263419,4,5
263417,4,5
263414,1,1
263413,NaN,NaN
,,
VC61022_169,2,NaN
263405,2,2
263404,4,2
263403,4,2
263401,4,5
263399,2,NaN
263392,2,2
263391,7,7
2851420,3,3
263386,2,NaN
263385,2,NaN
263382,5,6
263381,NaN,NaN
263380,2,2
263379,4,3
263377,2,2
263371,NaN,NaN
263365,NaN,NaN
263363,3,3
263362,3,3
263361,3,3
263359,2,2
263354,2,NaN
263352,NaN,NaN
263350,7,7
263347,NaN,NaN
263346,3,NaN
263341,NaN,NaN
263339,3,2
263338,NaN,NaN
263337,NaN,NaN
2633330,NaN,NaN
263330,NaN,NaN
263326,2,3
23VC003_2050,NaN,NaN
263324,2,2
263323,NaN,NaN
4923,3,3
263320,5,NaN
263318,NaN,NaN
263317,2,NaN
263316,NaN,NaN
23VC026_1020,3,3
263314,NaN,NaN
263311,4,5
702,9,NaN
263298,NaN,NaN
263296,2,NaN
263295,2,3
263294,NaN,NaN
263290,6,8
263286,2,NaN
263278,NaN,NaN
263276,NaN,NaN
263274,4,4
902638683,2,2
263266,4,7
263265,3,NaN
263264,7,7
263263,NaN,NaN
2632620,4,2
263260,NaN,NaN
263253,NaN,NaN
263250,NaN,NaN
263235,5,6
263234,NaN,NaN
263231,NaN,NaN
263227,2,2
263224,3,2
263221,NaN,NaN
263219,4,6
263214,3,4
263213,3,4
263212,NaN,NaN
263211,NaN,NaN
263210,4,4
263208,4,3
2851420,NaN,NaN
263204,2,2
2851420,NaN,NaN
2851420,2,3
263198,2,2
263194,3,NaN
263193,NaN,NaN
263180,NaN,NaN
263179,NaN,NaN
263177,2,2
263164,NaN,NaN
263163,6,6
263162,6,6
263161,10,10
263160,NaN,NaN
263156,3,2
263155,5,4
263154,NaN,NaN
263152,NaN,NaN
263147,1,1
263146,3,1
263145,NaN,NaN
263144,2,2
263133,NaN,NaN
263123,NaN,NaN
263122,2,NaN
263120,4,4
263118,2,2
963159360,5,NaN
263114,NaN,NaN
263111,NaN,NaN
263104,2,2
263103,NaN,NaN
263102,NaN,NaN
263095,5,6
263094,NaN,NaN
263092,4,5
263091,NaN,NaN
902638683,4,NaN
263082,4,4
263080,3,1
4823,3,3
263063,4,3
902638683,3,2
263053,NaN,NaN
263050,6,NaN
263049,3,3
263046.0,NaN,NaN
263040,4,4
263038,NaN,NaN
263032,NaN,NaN
263031,NaN,NaN
263029,NaN,NaN
263022,5,NaN
263019,2,3
263015,NaN,NaN
263014,NaN,NaN
263009,3,4
263008,2,1
263007,2,2
263005,4,5
263002,2,2
2851420,NaN,NaN
262996,NaN,NaN
262992,NaN,NaN
262991,2,2
262989,3,3
262988,3,3
262987,NaN,NaN
262985,NaN,NaN
262984,4,4
262983,4,4
262982,4,NaN
262981,2,1
262980,2,NaN
262977,5,5
262976,2,1
262975,5,6
262974,4,3
262971,2,2
262970,5,NaN
262964,4,3
262963,NaN,NaN
262962,NaN,NaN
262961,4,6
